Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,check_in,total_nights,check_out
INN15158,1,0,0,1,Not Selected,0,Room_Type 1,113,2018,10,13,Online,0,0,0,108.0,1,Not_Canceled,2018-10-13,1,2018-10-14
INN15159,2,0,2,2,Meal Plan 1,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,77.0,1,Not_Canceled,2018-04-22,4,2018-04-26
INN15160,1,0,0,1,Meal Plan 1,0,Room_Type 1,361,2018,11,4,Online,1,1,0,91.0,0,Canceled,2018-11-04,1,2018-11-05
INN15161,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,10,19,Offline,0,0,0,76.5,1,Not_Canceled,2018-10-19,1,2018-10-20
INN15162,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,26,Online,0,0,0,89.0,1,Not_Canceled,2018-03-26,1,2018-03-27
INN15163,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,7,7,Online,0,0,0,151.0,1,Not_Canceled,2018-07-07,1,2018-07-08
INN15164,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled,2018-06-04,2,2018-06-06
INN15165,2,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,4,20,Online,0,0,0,130.05,0,Not_Canceled,2018-04-20,3,2018-04-23
INN15166,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,2018,9,26,Online,0,0,0,0.0,0,Not_Canceled,2018-09-26,3,2018-09-29
INN15167,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled,2018-04-22,4,2018-04-26
INN15168,2,0,1,3,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,82.45,1,Not_Canceled,2018-04-18,4,2018-04-22
INN15169,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,2018,9,28,Complementary,0,0,0,65.0,0,Not_Canceled,2018-09-28,2,2018-09-30
INN15170,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled,2018-06-18,2,2018-06-20
INN15171,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2017,11,20,Offline,0,0,0,49.07,0,Not_Canceled,2017-11-20,3,2017-11-23
INN15172,2,0,1,1,Meal Plan 1,1,Room_Type 2,37,2018,2,6,Online,0,0,0,81.55,1,Not_Canceled,2018-02-06,2,2018-02-08
INN15173,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,7,24,Online,0,0,0,134.0,0,Not_Canceled,2018-07-24,2,2018-07-26
INN15174,2,1,0,3,Meal Plan 2,0,Room_Type 1,6,2018,2,23,Online,0,0,0,158.5,2,Not_Canceled,2018-02-23,3,2018-02-26
INN15175,1,0,2,1,Not Selected,0,Room_Type 1,116,2018,12,17,Online,0,0,0,79.2,2,Not_Canceled,2018-12-17,3,2018-12-20
INN15176,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled,2018-06-24,2,2018-06-26
INN15177,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,3,11,Online,0,0,0,73.95,0,Canceled,2018-03-11,4,2018-03-15
INN15178,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,13,Complementary,0,0,0,0.0,1,Not_Canceled,2017-10-13,1,2017-10-14
INN15179,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,12,13,Corporate,0,0,0,79.0,0,Not_Canceled,2018-12-13,1,2018-12-14
INN15180,1,0,1,3,Meal Plan 1,0,Room_Type 1,103,2018,11,7,Online,0,0,0,187.25,2,Not_Canceled,2018-11-07,4,2018-11-11
INN15181,1,0,2,2,Not Selected,0,Room_Type 1,207,2018,10,28,Online,0,0,0,85.5,0,Canceled,2018-10-28,4,2018-11-01
INN15182,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,11,10,Online,0,0,0,88.23,0,Not_Canceled,2018-11-10,4,2018-11-14
INN15183,2,0,0,5,Meal Plan 1,0,Room_Type 1,231,2018,12,27,Offline,0,0,0,64.6,0,Not_Canceled,2018-12-27,5,2019-01-01
INN15184,2,0,1,3,Meal Plan 1,0,Room_Type 1,153,2018,7,4,Online,0,0,0,133.88,2,Canceled,2018-07-04,4,2018-07-08
INN15185,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled,2018-08-18,2,2018-08-20
INN15186,1,0,2,1,Meal Plan 2,0,Room_Type 1,245,2018,9,17,Online,0,0,0,0.0,0,Not_Canceled,2018-09-17,3,2018-09-20
INN15187,2,0,2,7,Meal Plan 2,0,Room_Type 1,14,2018,3,4,Online,0,0,0,132.33,0,Canceled,2018-03-04,9,2018-03-13
INN15188,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,10,26,Online,0,0,0,109.0,0,Not_Canceled,2018-10-26,1,2018-10-27
INN15189,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24,2,2018-06-26
INN15190,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2018,7,11,Offline,0,0,0,72.25,0,Not_Canceled,2018-07-11,3,2018-07-14
INN15191,1,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,6,20,Online,0,0,0,94.5,2,Not_Canceled,2018-06-20,3,2018-06-23
INN15192,2,0,0,1,Meal Plan 1,1,Room_Type 7,0,2018,9,9,Complementary,0,0,0,0.0,1,Not_Canceled,2018-09-09,1,2018-09-10
INN15193,2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,Canceled,2018-09-30,4,2018-10-04
INN15194,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112.0,0,Not_Canceled,2017-10-13,3,2017-10-16
INN15195,2,0,1,1,Meal Plan 1,0,Room_Type 2,0,2017,12,5,Online,0,0,0,73.0,1,Not_Canceled,2017-12-05,2,2017-12-07
INN15196,2,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,5,21,Online,0,0,0,132.6,0,Canceled,2018-05-21,4,2018-05-25
INN15197,2,0,2,1,Not Selected,0,Room_Type 1,89,2018,4,9,Online,0,0,0,79.5,0,Not_Canceled,2018-04-09,3,2018-04-12
INN15198,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,2018,6,20,Online,0,0,0,99.9,1,Not_Canceled,2018-06-20,4,2018-06-24
INN15199,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,81.0,0,Not_Canceled,2018-01-27,3,2018-01-30
INN15200,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,10,4,Online,0,0,0,118.8,0,Canceled,2018-10-04,3,2018-10-07
INN15201,1,2,0,3,Meal Plan 1,0,Room_Type 6,1,2017,10,6,Online,0,0,0,221.33,2,Not_Canceled,2017-10-06,3,2017-10-09
INN15202,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,12,10,Corporate,1,0,2,65.0,0,Not_Canceled,2017-12-10,1,2017-12-11
INN15203,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,2,12,Online,0,0,0,127.0,3,Not_Canceled,2018-02-12,1,2018-02-13
INN15204,3,0,0,2,Meal Plan 1,0,Room_Type 4,145,2018,8,17,Online,0,0,0,142.2,0,Not_Canceled,2018-08-17,2,2018-08-19
INN15205,2,0,1,2,Meal Plan 1,0,Room_Type 1,318,2018,9,16,Offline,0,0,0,80.75,0,Not_Canceled,2018-09-16,3,2018-09-19
INN15206,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130.0,0,Not_Canceled,2017-10-29,1,2017-10-30
INN15207,2,0,0,5,Meal Plan 1,0,Room_Type 4,129,2018,8,16,Online,0,0,0,124.2,2,Not_Canceled,2018-08-16,5,2018-08-21
INN15208,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,2017,10,26,Online,0,0,0,98.36,1,Not_Canceled,2017-10-26,7,2017-11-02
INN15209,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled,2018-04-22,4,2018-04-26
INN15210,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled,2018-09-29,3,2018-10-02
INN15211,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,4,16,Online,0,0,0,109.8,1,Not_Canceled,2018-04-16,2,2018-04-18
INN15212,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,5,31,Corporate,0,0,0,95.0,0,Not_Canceled,2018-05-31,2,2018-06-02
INN15213,2,0,1,1,Meal Plan 1,0,Room_Type 1,46,2018,1,18,Offline,0,0,0,60.0,0,Not_Canceled,2018-01-18,2,2018-01-20
INN15214,3,0,2,1,Meal Plan 1,0,Room_Type 4,40,2018,3,27,Online,0,0,0,139.87,1,Canceled,2018-03-27,3,2018-03-30
INN15215,2,0,1,0,Not Selected,0,Room_Type 1,63,2018,9,4,Online,0,0,0,99.0,1,Not_Canceled,2018-09-04,1,2018-09-05
INN15216,2,0,0,3,Meal Plan 1,0,Room_Type 1,74,2018,5,3,Offline,0,0,0,80.75,1,Not_Canceled,2018-05-03,3,2018-05-06
INN15217,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled,2018-01-02,3,2018-01-05
INN15218,1,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,96.0,0,Not_Canceled,2018-09-21,4,2018-09-25
INN15219,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,2018,6,19,Online,0,0,0,141.0,1,Not_Canceled,2018-06-19,3,2018-06-22
INN15220,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108.0,0,Canceled,2018-10-10,1,2018-10-11
INN15221,4,0,1,1,Meal Plan 1,0,Room_Type 5,141,2018,7,16,Online,0,0,0,137.7,2,Not_Canceled,2018-07-16,2,2018-07-18
INN15222,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,8,17,Online,0,0,0,150.0,1,Not_Canceled,2018-08-17,1,2018-08-18
INN15223,1,0,1,5,Meal Plan 1,0,Room_Type 1,3,2018,3,1,Complementary,0,0,0,55.5,1,Not_Canceled,2018-03-01,6,2018-03-07
INN15224,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67.0,0,Not_Canceled,2017-10-17,1,2017-10-18
INN15225,2,0,2,4,Meal Plan 1,0,Room_Type 1,4,2018,11,27,Online,0,0,0,80.79,1,Not_Canceled,2018-11-27,6,2018-12-03
INN15226,2,0,2,0,Not Selected,0,Room_Type 1,81,2018,4,10,Online,0,0,0,85.5,1,Not_Canceled,2018-04-10,2,2018-04-12
INN15227,2,0,2,3,Meal Plan 1,0,Room_Type 1,210,2018,8,7,Online,0,0,0,90.95,1,Not_Canceled,2018-08-07,5,2018-08-12
INN15228,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,2017,8,31,Online,0,0,0,91.25,1,Canceled,2017-08-31,4,2017-09-04
INN15229,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,9,15,Corporate,0,0,0,100.0,1,Not_Canceled,2018-09-15,1,2018-09-16
INN15230,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,2018,7,15,Online,0,0,0,137.7,1,Canceled,2018-07-15,1,2018-07-16
INN15231,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled,2017-09-18,2,2017-09-20
INN15232,2,0,2,5,Meal Plan 1,0,Room_Type 1,166,2018,8,1,Online,0,0,0,99.45,0,Canceled,2018-08-01,7,2018-08-08
INN15233,1,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,3,6,Online,0,0,0,85.0,0,Canceled,2018-03-06,3,2018-03-09
INN15234,2,2,0,2,Meal Plan 1,0,Room_Type 5,9,2018,8,17,Online,0,0,0,149.0,0,Not_Canceled,2018-08-17,2,2018-08-19
INN15235,1,1,1,2,Not Selected,0,Room_Type 1,64,2018,11,21,Online,0,0,0,64.37,1,Not_Canceled,2018-11-21,3,2018-11-24
INN15236,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled,2018-07-21,2,2018-07-23
INN15237,2,0,0,2,Not Selected,0,Room_Type 1,14,2018,6,22,Online,0,0,0,109.0,1,Not_Canceled,2018-06-22,2,2018-06-24
INN15238,1,0,0,3,Meal Plan 1,0,Room_Type 1,218,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled,2018-10-13,3,2018-10-16
INN15239,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,2018,11,8,Corporate,1,0,1,74.0,1,Not_Canceled,2018-11-08,1,2018-11-09
INN15240,2,0,0,1,Meal Plan 1,0,Room_Type 4,65,2018,4,23,Online,0,0,0,118.8,0,Not_Canceled,2018-04-23,1,2018-04-24
INN15241,2,0,2,5,Meal Plan 1,0,Room_Type 4,106,2018,7,19,Online,0,0,0,121.37,0,Canceled,2018-07-19,7,2018-07-26
INN15242,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,8,31,Online,0,0,0,139.0,1,Not_Canceled,2018-08-31,3,2018-09-03
INN15243,2,2,0,2,Meal Plan 1,0,Room_Type 7,86,2018,7,15,Online,0,0,0,205.06,2,Not_Canceled,2018-07-15,2,2018-07-17
INN15244,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled,2018-11-01,3,2018-11-04
INN15245,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,2018,8,24,Offline,0,0,0,92.65,2,Not_Canceled,2018-08-24,4,2018-08-28
INN15246,2,0,1,1,Meal Plan 1,0,Room_Type 1,105,2018,6,27,Online,0,0,0,105.3,0,Canceled,2018-06-27,2,2018-06-29
INN15247,2,2,2,1,Meal Plan 1,1,Room_Type 6,56,2018,8,13,Online,0,0,0,216.9,1,Not_Canceled,2018-08-13,3,2018-08-16
INN15248,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-08,1,2018-06-09
INN15249,2,0,2,3,Meal Plan 1,0,Room_Type 1,127,2018,5,6,Online,0,0,0,99.45,0,Not_Canceled,2018-05-06,5,2018-05-11
INN15250,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled,2018-03-25,3,2018-03-28
INN15251,2,0,1,4,Meal Plan 1,0,Room_Type 1,118,2017,12,28,Online,0,0,0,110.8,2,Not_Canceled,2017-12-28,5,2018-01-02
INN15252,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2017,10,17,Online,0,0,0,104.85,1,Not_Canceled,2017-10-17,2,2017-10-19
INN15253,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2018,1,31,Corporate,0,0,0,80.0,0,Not_Canceled,2018-01-31,2,2018-02-02
INN15254,2,0,2,6,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,84.13,0,Not_Canceled,2018-09-21,8,2018-09-29
INN15255,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,1,15,Online,0,0,0,77.0,1,Not_Canceled,2018-01-15,2,2018-01-17
INN15256,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled,2018-06-06,2,2018-06-08
INN15257,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,2018,12,8,Online,0,0,0,91.38,0,Not_Canceled,2018-12-08,4,2018-12-12
INN15258,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,8,30,Offline,0,0,0,80.0,0,Not_Canceled,2018-08-30,3,2018-09-02
INN15259,3,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,8,24,Online,0,0,0,198.0,2,Not_Canceled,2018-08-24,1,2018-08-25
INN15260,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,2017-11-20,2,2017-11-22
INN15261,2,0,0,2,Not Selected,1,Room_Type 1,0,2017,8,4,Online,0,0,0,80.0,1,Not_Canceled,2017-08-04,2,2017-08-06
INN15262,2,0,0,3,Meal Plan 1,0,Room_Type 1,90,2018,8,31,Online,0,0,0,129.9,2,Not_Canceled,2018-08-31,3,2018-09-03
INN15263,1,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,12,Corporate,0,0,0,68.5,0,Not_Canceled,2018-09-12,1,2018-09-13
INN15264,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,2018,9,8,Offline,0,0,0,125.1,0,Canceled,2018-09-08,3,2018-09-11
INN15265,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,2018,10,22,Online,0,0,0,112.79,1,Canceled,2018-10-22,4,2018-10-26
INN15266,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,10,10,Online,0,0,0,127.8,0,Not_Canceled,2018-10-10,3,2018-10-13
INN15267,2,0,2,1,Meal Plan 1,0,Room_Type 4,130,2018,10,29,Online,0,0,0,104.4,2,Not_Canceled,2018-10-29,3,2018-11-01
INN15268,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled,2018-06-02,2,2018-06-04
INN15269,2,0,1,2,Meal Plan 1,0,Room_Type 1,2,2017,8,21,Online,0,0,0,100.67,2,Not_Canceled,2017-08-21,3,2017-08-24
INN15270,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,10,29,Online,0,0,0,140.0,2,Not_Canceled,2018-10-29,1,2018-10-30
INN15271,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86.0,0,Not_Canceled,2018-03-27,3,2018-03-30
INN15272,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled,2018-04-24,2,2018-04-26
INN15273,2,0,2,1,Meal Plan 1,0,Room_Type 1,78,2018,4,9,Online,0,0,0,96.3,0,Not_Canceled,2018-04-09,3,2018-04-12
INN15274,1,0,1,1,Meal Plan 1,1,Room_Type 1,5,2018,12,5,Corporate,0,0,0,88.0,1,Not_Canceled,2018-12-05,2,2018-12-07
INN15275,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled,2018-11-11,1,2018-11-12
INN15276,2,0,1,3,Meal Plan 1,0,Room_Type 4,56,2018,4,7,Online,0,0,0,130.05,0,Not_Canceled,2018-04-07,4,2018-04-11
INN15277,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled,2018-05-13,3,2018-05-16
INN15278,1,0,0,3,Meal Plan 1,0,Room_Type 1,119,2018,6,7,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-07,3,2018-06-10
INN15279,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,2018-06-06,3,2018-06-09
INN15280,1,0,1,4,Meal Plan 1,0,Room_Type 1,5,2018,3,7,Offline,0,0,0,55.74,0,Not_Canceled,2018-03-07,5,2018-03-12
INN15281,2,0,2,0,Meal Plan 1,0,Room_Type 1,223,2017,10,4,Online,0,0,0,89.25,2,Canceled,2017-10-04,2,2017-10-06
INN15282,2,0,0,2,Not Selected,0,Room_Type 1,22,2018,2,16,Online,0,0,0,79.0,1,Not_Canceled,2018-02-16,2,2018-02-18
INN15283,2,0,1,0,Meal Plan 1,0,Room_Type 1,37,2018,9,25,Offline,0,0,0,85.5,0,Not_Canceled,2018-09-25,1,2018-09-26
INN15284,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,11,14,Online,0,0,0,85.0,2,Not_Canceled,2017-11-14,1,2017-11-15
INN15285,1,0,2,1,Meal Plan 1,0,Room_Type 1,28,2018,2,6,Online,0,0,0,81.1,2,Not_Canceled,2018-02-06,3,2018-02-09
INN15286,2,0,2,5,Meal Plan 1,0,Room_Type 1,196,2017,8,16,Online,0,0,0,55.96,2,Not_Canceled,2017-08-16,7,2017-08-23
INN15287,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,2,12,Offline,0,0,0,40.67,0,Not_Canceled,2018-02-12,3,2018-02-15
INN15288,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled,2018-12-02,2,2018-12-04
INN15289,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,2018-06-15,2,2018-06-17
INN15290,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,5,Corporate,1,0,7,65.0,1,Not_Canceled,2018-04-05,2,2018-04-07
INN15291,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled,2018-07-21,2,2018-07-23
INN15292,2,0,0,3,Not Selected,0,Room_Type 1,9,2018,7,27,Offline,0,0,0,75.0,0,Not_Canceled,2018-07-27,3,2018-07-30
INN15293,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled,2017-09-04,3,2017-09-07
INN15294,2,2,0,2,Meal Plan 1,0,Room_Type 6,28,2018,9,30,Online,0,0,0,224.1,2,Not_Canceled,2018-09-30,2,2018-10-02
INN15295,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,3,13,Offline,0,0,0,63.58,0,Not_Canceled,2018-03-13,4,2018-03-17
INN15296,2,0,0,4,Meal Plan 1,0,Room_Type 1,118,2017,8,26,Online,0,0,0,58.9,1,Canceled,2017-08-26,4,2017-08-30
INN15297,2,0,2,3,Not Selected,0,Room_Type 1,76,2018,3,27,Online,0,0,0,58.9,1,Not_Canceled,2018-03-27,5,2018-04-01
INN15298,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2017,10,1,Online,0,0,0,127.0,1,Not_Canceled,2017-10-01,3,2017-10-04
INN15299,1,0,3,7,Meal Plan 1,0,Room_Type 1,11,2018,11,18,Online,0,0,0,76.93,1,Canceled,2018-11-18,10,2018-11-28
INN15300,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,2018,8,29,Online,0,0,0,112.5,0,Not_Canceled,2018-08-29,3,2018-09-01
INN15301,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,2018-06-07,3,2018-06-10
INN15302,2,0,0,2,Meal Plan 1,0,Room_Type 5,1,2018,9,27,Offline,0,0,0,170.0,2,Not_Canceled,2018-09-27,2,2018-09-29
INN15303,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,101.0,0,Canceled,2018-05-13,3,2018-05-16
INN15304,2,1,1,3,Meal Plan 2,0,Room_Type 6,100,2018,10,24,Online,0,0,0,221.18,0,Canceled,2018-10-24,4,2018-10-28
INN15305,2,0,1,2,Meal Plan 1,0,Room_Type 1,209,2018,4,25,Online,0,0,0,81.77,1,Not_Canceled,2018-04-25,3,2018-04-28
INN15306,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136.0,1,Not_Canceled,2018-05-19,4,2018-05-23
INN15307,2,2,1,3,Meal Plan 1,0,Room_Type 6,14,2018,4,18,Online,0,0,0,191.5,0,Canceled,2018-04-18,4,2018-04-22
INN15308,2,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,84.6,2,Canceled,2018-11-20,2,2018-11-22
INN15309,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled,2018-02-28,3,2018-03-03
INN15310,3,0,2,4,Meal Plan 1,0,Room_Type 4,41,2018,8,28,Online,0,0,0,143.55,2,Canceled,2018-08-28,6,2018-09-03
INN15311,2,0,2,3,Not Selected,0,Room_Type 1,10,2018,2,20,Online,0,0,0,81.0,0,Not_Canceled,2018-02-20,5,2018-02-25
INN15312,2,0,1,1,Meal Plan 1,0,Room_Type 6,5,2018,9,24,Online,0,0,0,239.0,3,Not_Canceled,2018-09-24,2,2018-09-26
INN15313,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,10,20,Online,0,0,0,123.2,1,Not_Canceled,2018-10-20,3,2018-10-23
INN15314,2,0,2,5,Meal Plan 2,0,Room_Type 1,14,2018,10,4,Online,0,0,0,153.03,0,Not_Canceled,2018-10-04,7,2018-10-11
INN15315,2,0,0,3,Not Selected,0,Room_Type 1,80,2018,4,12,Online,0,0,0,85.5,1,Canceled,2018-04-12,3,2018-04-15
INN15316,1,0,0,1,Meal Plan 1,0,Room_Type 4,15,2018,4,20,Online,0,0,0,109.34,1,Not_Canceled,2018-04-20,1,2018-04-21
INN15317,2,1,2,0,Meal Plan 1,0,Room_Type 1,143,2018,6,26,Online,0,0,0,118.65,1,Canceled,2018-06-26,2,2018-06-28
INN15318,1,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,4,2,Online,0,0,0,88.2,0,Canceled,2018-04-02,2,2018-04-04
INN15319,2,2,0,2,Meal Plan 1,0,Room_Type 6,2,2018,7,20,Online,0,0,0,201.0,2,Not_Canceled,2018-07-20,2,2018-07-22
INN15320,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled,2018-10-23,2,2018-10-25
INN15321,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,9,2,Online,0,0,0,119.0,1,Not_Canceled,2018-09-02,1,2018-09-03
INN15322,1,0,1,2,Meal Plan 1,0,Room_Type 6,63,2018,11,7,Online,0,0,0,193.68,0,Not_Canceled,2018-11-07,3,2018-11-10
INN15323,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,12,30,Offline,0,0,0,95.0,0,Not_Canceled,2018-12-30,3,2019-01-02
INN15324,2,0,0,4,Not Selected,0,Room_Type 1,178,2018,8,10,Online,0,0,0,89.25,0,Canceled,2018-08-10,4,2018-08-14
INN15325,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled,2018-04-24,2,2018-04-26
INN15326,2,0,1,3,Meal Plan 1,0,Room_Type 1,22,2018,11,24,Online,0,0,0,68.07,1,Not_Canceled,2018-11-24,4,2018-11-28
INN15327,1,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,19,Offline,0,0,0,69.0,0,Canceled,2018-02-19,3,2018-02-22
INN15328,3,0,0,1,Meal Plan 1,0,Room_Type 1,37,2018,6,29,Offline,0,0,0,111.6,1,Not_Canceled,2018-06-29,1,2018-06-30
INN15329,2,0,2,2,Meal Plan 1,0,Room_Type 1,91,2018,9,3,Online,0,0,0,135.9,1,Not_Canceled,2018-09-03,4,2018-09-07
INN15330,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,67.83,0,Not_Canceled,2017-11-24,3,2017-11-27
INN15331,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,9,26,Offline,0,0,0,98.1,0,Canceled,2018-09-26,1,2018-09-27
